player_id,player_name,event_date,event_week,prev_surface,next_surface,wr_before,wr_after,STI_raw,STI_weighted,tier_mode
A040,Roberto Azar,1991-10-21,1991-10-15,Carpet,Hard,0.0,0.3333333333333333,-333332.3333333333,-366665.56666666665,A
A040,Roberto Azar,1992-02-03,1992-01-28,Hard,Clay,0.0,0.3333333333333333,-333332.3333333333,-513331.7933333333,A
A040,Roberto Azar,1992-06-22,1992-06-16,Clay,Grass,0.3333333333333333,0.0,2.9999909999522956e-06,5.849982449906977e-06,G
A040,Roberto Azar,1992-07-20,1992-07-14,Grass,Clay,0.0,0.0,1.0,1.6500000000000001,A
A040,Roberto Azar,1992-10-26,1992-10-20,Clay,Hard,0.0,0.3333333333333333,-333332.3333333333,-403332.12333333335,A
A040,Roberto Azar,1993-02-22,1993-02-16,Hard,Clay,0.3333333333333333,0.0,2.9999909999522956e-06,4.619986139926535e-06,A
A040,Roberto Azar,1993-07-05,1993-06-29,Grass,Clay,0.0,0.0,1.0,1.6500000000000001,A
A092,Andre Agassi,1991-03-04,1991-02-26,Carpet,Hard,0.3333333333333333,0.6666666666666666,2.9999909999522956e-06,3.899988299937985e-06,M
A092,Andre Agassi,1991-04-08,1991-04-02,Hard,Clay,1.0,0.3333333333333333,0.3333339999993332,0.6066678799987865,M
A092,Andre Agassi,1991-06-24,1991-06-18,Clay,Grass,0.6666666666666666,1.0,0.500000749998875,0.9750014624978063,G
A092,Andre Agassi,1991-07-15,1991-07-09,Grass,Hard,1.0,0.3333333333333333,0.3333339999993332,0.5200010399989599,M
A092,Andre Agassi,1991-09-20,1991-09-17,Hard,Clay,0.3333333333333333,0.6666666666666666,2.9999909999522956e-06,4.619986139926535e-06,A
A092,Andre Agassi,1991-09-30,1991-09-24,Clay,Hard,0.6666666666666666,1.0,0.500000749998875,0.5500008249987626,B
A092,Andre Agassi,1991-10-07,1991-10-01,Hard,Carpet,0.6666666666666666,0.6666666666666666,1.0,1.0,B
A092,Andre Agassi,1992-01-31,1992-01-28,Carpet,Hard,0.3333333333333333,0.6666666666666666,2.9999909999522956e-06,3.2999900999475253e-06,A
A092,Andre Agassi,1992-02-03,1992-01-28,Hard,Carpet,0.6666666666666666,0.3333333333333333,0.500000749998875,0.5500008249987626,A
A092,Andre Agassi,1992-02-24,1992-02-18,Carpet,Hard,0.3333333333333333,0.6666666666666666,2.9999909999522956e-06,3.899988299937985e-06,M
A092,Andre Agassi,1992-04-06,1992-03-31,Hard,Clay,0.6666666666666666,0.6666666666666666,1.0,1.54,A
A092,Andre Agassi,1992-06-22,1992-06-16,Clay,Grass,1.0,0.6666666666666666,0.6666669999996666,1.3000006499993502,G
A092,Andre Agassi,1992-07-13,1992-07-07,Grass,Hard,1.0,1.0,1.0,1.56,M
A092,Andre Agassi,1992-09-25,1992-09-22,Hard,Clay,0.6666666666666666,0.6666666666666666,1.0,1.54,A
A092,Andre Agassi,1992-10-05,1992-09-29,Clay,Hard,1.0,1.0,1.0,1.2100000000000002,A
A092,Andre Agassi,1992-11-02,1992-10-27,Hard,Carpet,0.3333333333333333,0.6666666666666666,2.9999909999522956e-06,3.2999900999475253e-06,A
